id,Affiliated Network,Fertility Clinic Name,Fertility Clinic Location Name,Full Address,City,Subdivision Code,Postal Code,Fertility Clinic Notes,Domain,Self - Pay Discount Rate (%),Point of Contact Email(s),Name
1006,US Fertility,SGF LLC,Shady Grove - Baltimore,"720 Aliceanna St, Ste 300 ",Baltimore,US-MD,21202,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1007,US Fertility,SGF LLC,Shady Grove - Columbia,"10630 Little Patuxent Pkwy, Century Plaza Building 1000, Ste 305 ",Columbia,US-MD,21044,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1008,US Fertility,SGF LLC,Shady Grove - Columbia,"10630 Little Patuxent Pkwy, Century Plaza Building 1000, Ste 305 ",Columbia,US-MD,21044,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1009,US Fertility,SGF LLC,Shady Grove - Columbia,"10630 Little Patuxent Pkwy, Century Plaza Building 1000, Ste 305 ",Columbia,US-MD,21044,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1010,US Fertility,SGF LLC,Shady Grove - Columbia,"10630 Little Patuxent Pkwy, Century Plaza Building 1000, Ste 305 ",Columbia,US-MD,21044,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1011,US Fertility,SGF LLC,Shady Grove - Arlington,"901 N. Stuart St., Suite 610 ",Arlington,US-VA,22203,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1012,US Fertility,SGF LLC,Shady Grove - Columbia,"10630 Little Patuxent Pkwy, Century Plaza Building 1000, Ste 305 ",Columbia,US-MD,21044,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1013,US Fertility,SGF LLC,Shady Grove - Woodbridge,"13580 Groupe Dr., Suite 105 ",Woodbridge,US-VA,22192,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1014,US Fertility,SGF LLC,Shady Grove - Woodbridge,"13580 Groupe Dr., Suite 105 ",Woodbridge,US-VA,22192,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1015,US Fertility,SGF LLC,Shady Grove - Woodbridge,"13580 Groupe Dr., Suite 105 ",Woodbridge,US-VA,22192,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1016,US Fertility,SGF LLC,Shady Grove - Hagerstown,"1165 Imperial Drive, Suite 200 ",Hagerstown,US-MD,21740,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1017,US Fertility,SGF LLC,Shady Grove - Woodbridge,"13580 Groupe Dr., Suite 105 ",Woodbridge,US-VA,22192,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1018,US Fertility,SGF LLC,Shady Grove - Woodbridge,"13580 Groupe Dr., Suite 105 ",Woodbridge,US-VA,22192,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1019,US Fertility,SGF LLC,Shady Grove - DC - Sibley Medical Building,"5215 Loughboro Rd NW, Suite 410 ",DC,US-DC,20016,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1020,US Fertility,SGF LLC,Shady Grove - DC - Sibley Medical Building,"5215 Loughboro Rd NW, Suite 410 ",DC,US-DC,20016,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1021,US Fertility,SGF LLC,Shady Grove - DC - Sibley Medical Building,"5215 Loughboro Rd NW, Suite 410 ",DC,US-DC,20016,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1022,US Fertility,SGF LLC,Shady Grove - DC - Sibley Medical Building,"5215 Loughboro Rd NW, Suite 410 ",DC,US-DC,20016,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1023,US Fertility,SGF LLC,Shady Grove - DC - Sibley Medical Building,"5215 Loughboro Rd NW, Suite 410 ",DC,US-DC,20016,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1024,US Fertility,SGF LLC,Shady Grove - Westminster,"844 Washington Road, 3rd Floor ",Westminster,US-MD,21157,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1025,US Fertility,SGF LLC,Shady Grove - Towson,"901 Dulaney Valley Road, Suite 616 ",Towson,US-MD,21204,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1026,US Fertility,SGF LLC,Shady Grove - Hagerstown,"1165 Imperial Drive, Suite 200 ",Hagerstown,US-MD,21740,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1027,US Fertility,SGF LLC,Shady Grove - Leesburg,"19500 Sandridge Way., Suite 280 ",Leesburg,US-VA,20176,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1028,US Fertility,SGF LLC,Shady Grove - Leesburg,"19500 Sandridge Way., Suite 280 ",Leesburg,US-VA,20176,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1029,US Fertility,SGF LLC,Shady Grove - Hagerstown,"1165 Imperial Drive, Suite 200 ",Hagerstown,US-MD,21740,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1030,US Fertility,SGF LLC,Shady Grove - Rockville,"9601 Blackwell Rd, Suite 400 ",Rockville,US-MD,20850,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1031,US Fertility,SGF LLC,Shady Grove - Rockville,"9601 Blackwell Rd, Suite 400 ",Rockville,US-MD,20850,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1032,US Fertility,SGF LLC,Shady Grove - Fredericksburg,"200 Executive Center Parkway., Suite 102 ",Fredericksburg,US-VA,22401,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1033,US Fertility,SGF LLC,Shady Grove - Rockville,"9601 Blackwell Rd, Suite 400 ",Rockville,US-MD,20850,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1034,US Fertility,SGF LLC,Shady Grove - Rockville,"9601 Blackwell Rd, Suite 400 ",Rockville,US-MD,20850,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1035,US Fertility,SGF LLC,Shady Grove - Hagerstown,"1165 Imperial Drive, Suite 200 ",Hagerstown,US-MD,21740,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1036,US Fertility,SGF LLC,Shady Grove - Towson,"901 Dulaney Valley Road, Suite 616 ",Towson,US-MD,21204,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1037,US Fertility,SGF LLC,Shady Grove - Towson,"901 Dulaney Valley Road, Suite 616 ",Towson,US-MD,21204,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1038,US Fertility,SGF LLC,Shady Grove - Fredericksburg,"200 Executive Center Parkway., Suite 102 ",Fredericksburg,US-VA,22401,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1039,US Fertility,SGF LLC,Shady Grove - Fredericksburg,"200 Executive Center Parkway., Suite 102 ",Fredericksburg,US-VA,22401,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1040,US Fertility,SGF LLC,Shady Grove - Leesburg,"19500 Sandridge Way., Suite 280 ",Leesburg,US-VA,20176,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1041,US Fertility,SGF LLC,Shady Grove - Waldorf,"3010 Crain Hwy, Suite 201 ",Waldorf,US-MD,20601,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1042,US Fertility,SGF LLC,Shady Grove - Fredericksburg,"200 Executive Center Parkway., Suite 102 ",Fredericksburg,US-VA,22401,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1043,US Fertility,SGF LLC,Shady Grove - Waldorf,"3010 Crain Hwy, Suite 201 ",Waldorf,US-MD,20601,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1044,US Fertility,SGF LLC,Shady Grove - Fredericksburg,"200 Executive Center Parkway., Suite 102 ",Fredericksburg,US-VA,22401,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1045,US Fertility,SGF LLC,Shady Grove - Towson,"901 Dulaney Valley Road, Suite 616 ",Towson,US-MD,21204,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1046,US Fertility,SGF LLC,Shady Grove - Leesburg,"19500 Sandridge Way., Suite 280 ",Leesburg,US-VA,20176,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1047,US Fertility,SGF LLC,Shady Grove - Waldorf,"3010 Crain Hwy, Suite 201 ",Waldorf,US-MD,20601,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1048,US Fertility,SGF LLC,Shady Grove - Waldorf,"3010 Crain Hwy, Suite 201 ",Waldorf,US-MD,20601,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1049,US Fertility,SGF LLC,Shady Grove - Waldorf,"3010 Crain Hwy, Suite 201 ",Waldorf,US-MD,20601,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1050,US Fertility,SGF LLC,Shady Grove - Fairfax,"12011 Lee Jackson Mem Hwy, Suite 302 ",Fair Oaks,US-VA,22033,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1051,US Fertility,SGF LLC,Shady Grove - Fairfax,"12011 Lee Jackson Mem Hwy, Suite 302 ",Fair Oaks,US-VA,22033,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1052,US Fertility,SGF LLC,Shady Grove - Rockville,"9601 Blackwell Rd, Suite 400 ",Rockville,US-MD,20850,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1053,US Fertility,SGF LLC,Shady Grove - Fairfax,"12011 Lee Jackson Mem Hwy, Suite 302 ",Fair Oaks,US-VA,22033,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1054,US Fertility,SGF LLC,Shady Grove - Fairfax,"12011 Lee Jackson Mem Hwy, Suite 302 ",Fair Oaks,US-VA,22033,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1055,US Fertility,SGF LLC,Shady Grove - Fairfax,"12011 Lee Jackson Mem Hwy, Suite 302 ",Fair Oaks,US-VA,22033,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1056,US Fertility,SGF LLC,Shady Grove - Frederick,"165 Thomas Johnson Dr., Suite F ",Frederick,US-MD,21702,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1057,US Fertility,SGF LLC,Shady Grove - Leesburg,"19500 Sandridge Way., Suite 280 ",Leesburg,US-VA,20176,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1058,US Fertility,SGF LLC,Shady Grove - Frederick,"165 Thomas Johnson Dr., Suite F ",Frederick,US-MD,21702,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1059,US Fertility,SGF LLC,Shady Grove - Frederick,"165 Thomas Johnson Dr., Suite F ",Frederick,US-MD,21702,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1060,US Fertility,SGF LLC,Shady Grove - Frederick,"165 Thomas Johnson Dr., Suite F ",Frederick,US-MD,21702,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1061,US Fertility,SGF LLC,Shady Grove - Frederick,"165 Thomas Johnson Dr., Suite F ",Frederick,US-MD,21702,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1062,US Fertility,SGF LLC,Shady Grove - Towson,"901 Dulaney Valley Road, Suite 616 ",Towson,US-MD,21204,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1063,US Fertility,SGF LLC,Shady Grove - Westminster,"844 Washington Road, 3rd Floor ",Westminster,US-MD,21157,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1064,US Fertility,SGF LLC,Shady Grove - Westminster,"844 Washington Road, 3rd Floor ",Westminster,US-MD,21157,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1065,US Fertility,SGF LLC,Shady Grove - Westminster,"844 Washington Road, 3rd Floor ",Westminster,US-MD,21157,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1066,US Fertility,SGF LLC,Shady Grove - Westminster,"844 Washington Road, 3rd Floor ",Westminster,US-MD,21157,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1067,US Fertility,"SGF NORTH CAROLINA, PLLC ",Shady Grove North Carolina,"300 Keisler Drive, Suite 102 ",Webster,US-NC,27518,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1068,US Fertility,"SGF NORTH CAROLINA, PLLC ",Shady Grove North Carolina,"300 Keisler Drive, Suite 102 ",Webster,US-NC,27518,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1069,US Fertility,"SGF NORTH CAROLINA, PLLC ",Shady Grove North Carolina,"300 Keisler Drive, Suite 102 ",Webster,US-NC,27518,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1070,US Fertility,"SGF NORTH CAROLINA, PLLC ",Shady Grove North Carolina,"300 Keisler Drive, Suite 102 ",Webster,US-NC,27518,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1071,US Fertility,"SGF NORTH CAROLINA, PLLC ",Shady Grove North Carolina,"300 Keisler Drive, Suite 102 ",Webster,US-NC,27518,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1072,US Fertility,"SGF Orlando, LLC",Shady Grove - Solana Beach,"462 Stevens Avenue, Suite 206 ",Solana Beach,US-CA,92075,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1073,US Fertility,"SGF Orlando, LLC",Shady Grove - Solana Beach,"462 Stevens Avenue, Suite 206 ",Solana Beach,US-CA,92075,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1074,US Fertility,"SGF Orlando, LLC",Shady Grove - Solana Beach,"462 Stevens Avenue, Suite 206 ",Solana Beach,US-CA,92075,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1075,US Fertility,"SGF Orlando, LLC",Shady Grove - Solana Beach,"462 Stevens Avenue, Suite 206 ",Solana Beach,US-CA,92075,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1076,US Fertility,"SGF Orlando, LLC",Shady Grove Orlando,"7350 Sandlake Commons Blvd, MedPlex B, Suite 2212A ",Orlando,US-FL,32819,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1077,US Fertility,"SGF Orlando, LLC",Shady Grove Orlando,"7350 Sandlake Commons Blvd, MedPlex B, Suite 2212A ",Orlando,US-FL,32819,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1078,US Fertility,"SGF Orlando, LLC",Shady Grove Orlando,"7350 Sandlake Commons Blvd, MedPlex B, Suite 2212A ",Orlando,US-FL,32819,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1079,US Fertility,"SGF Orlando, LLC",Shady Grove Orlando,"7350 Sandlake Commons Blvd, MedPlex B, Suite 2212A ",Orlando,US-FL,32819,NO discount on self pay services provided by the clinic,rscbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1080,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Wesley Chapel,"2590 Healing Way, Suite 160 ",Westley Chapel,US-FL,33544,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1081,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Wesley Chapel,"2590 Healing Way, Suite 160 ",Westley Chapel,US-FL,33544,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1082,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Brandon,"515 S Kings Ave, Suite 2200 ",Brandom,US-FL,33511,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1083,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - St. Petersburg,"601 7th Street South, Suite 475 ",St. Petersburg,US-FL,33701,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1084,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Brandon,"515 S Kings Ave, Suite 2200 ",Brandom,US-FL,33511,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1085,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - St. Petersburg,"601 7th Street South, Suite 475 ",St. Petersburg,US-FL,33701,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1086,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - St. Petersburg,"601 7th Street South, Suite 475 ",St. Petersburg,US-FL,33701,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1087,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Wesley Chapel,"2590 Healing Way, Suite 160 ",Westley Chapel,US-FL,33544,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1088,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - St. Petersburg,"601 7th Street South, Suite 475 ",St. Petersburg,US-FL,33701,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1089,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Tampa,"5016 W Cypress St, Suite 302 ",Tampa,US-FL,33607,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1090,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Tampa,"5016 W Cypress St, Suite 302 ",Tampa,US-FL,33607,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1091,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Tampa,"5016 W Cypress St, Suite 302 ",Tampa,US-FL,33607,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1092,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Tampa,"5016 W Cypress St, Suite 302 ",Tampa,US-FL,33607,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1093,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Wesley Chapel,"2590 Healing Way, Suite 160 ",Westley Chapel,US-FL,33544,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1094,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - St. Petersburg,"601 7th Street South, Suite 475 ",St. Petersburg,US-FL,33701,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1095,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Tampa,"5016 W Cypress St, Suite 302 ",Tampa,US-FL,33607,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1096,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Brandon,"515 S Kings Ave, Suite 2200 ",Brandom,US-FL,33511,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1097,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Brandon,"515 S Kings Ave, Suite 2200 ",Brandom,US-FL,33511,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1098,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Brandon,"515 S Kings Ave, Suite 2200 ",Brandom,US-FL,33511,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1099,US Fertility,"SGF Tampa Bay, LLC",Shady Grove Tampa Bay - Wesley Chapel,"2590 Healing Way, Suite 160 ",Westley Chapel,US-FL,33544,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1100,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Warrington,"865 Easton Road., Suite 290 ",Warrington,US-PA,18976,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1101,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Warrington,"865 Easton Road., Suite 290 ",Warrington,US-PA,18976,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1102,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Warrington,"865 Easton Road., Suite 290 ",Warrington,US-PA,18976,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1103,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Allentown,"5018 Medical Center Circle, Suite 210 ",Allentown,US-PA,18106,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1104,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Philadelphia,"1515 Market Street., Suite 1030 ",Philadelphia,US-PA,19102,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1105,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Warrington,"865 Easton Road., Suite 290 ",Warrington,US-PA,18976,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1106,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Philadelphia,"1515 Market Street., Suite 1030 ",Philadelphia,US-PA,19102,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1107,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Philadelphia,"1515 Market Street., Suite 1030 ",Philadelphia,US-PA,19102,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1108,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Warrington,"865 Easton Road., Suite 290 ",Warrington,US-PA,18976,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1109,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - York,2200 South George Street ,York,US-PA,17403,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1110,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - York,2200 South George Street ,York,US-PA,17403,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1111,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - York,2200 South George Street ,York,US-PA,17403,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1112,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - York,2200 South George Street ,York,US-PA,17403,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1113,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Newark,"111 Continental Drive, Suite 114 ",Newark,US-DE,19713,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1114,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Newark,"111 Continental Drive, Suite 114 ",Newark,US-DE,19713,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1115,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Newark,"111 Continental Drive, Suite 114 ",Newark,US-DE,19713,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
1116,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Newark,"111 Continental Drive, Suite 114 ",Newark,US-DE,19713,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
1117,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Allentown,"5018 Medical Center Circle, Suite 210 ",Allentown,US-PA,18106,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
1118,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Allentown,"5018 Medical Center Circle, Suite 210 ",Allentown,US-PA,18106,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
1119,US Fertility,"SHADY GROVE FERTILITY CENTER OF PENNSYLVANIA, PLL",Shady Grove - Allentown,"5018 Medical Center Circle, Suite 210 ",Allentown,US-PA,18106,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
